0,0,64.54081617
0,0,66.83694693
0,0,63
0,0,61.68299396
0,0,57.66666667
0,0,58.49530968
0,73,58.66666667
0,196,59.08333333
2,488,70.2
48,3249,100.3288591
16,599,76.2294854
416,345,70.96205962
85,79,61.33379694
8,1123,68.36570561
8,102,72.53268428
109,1294,79.18081761
29,8211,104.1428571
109,36,66.43650818
677.0252941,1433,82.375
245.3997844,1765,98.59210526
85.57492148,0,62
38,11,60
1150.890493,42,63.54178047
403.1095066,0,65.52385594
